ID,BOLSISTA,SINALIZADOR_INGRESSANTE,ANOS_PM,ANO_PESQUISA,INDE,IAA,IEG,IPS,IDA,IPP,IPV,IAN,INSTITUICAO_ENSINO_ALUNO,FASE,TURMA,PEDRA,PONTO_VIRADA
1383,0,0,1,2021,7.546,8.0,10.0,7.5,5.3,7.5,8.4,5.0,Escola Pública,0,J,Ametista,0
1384,1,0,5,2021,6.787,8.8,7.2,5.6,5.8,6.7,5.4,10.0,Rede Decisão,7,A,Ágata,0
1385,0,0,1,2021,6.86,8.5,7.9,7.5,4.8,7.9,7.1,5.0,Escola Pública,2,L,Ágata,0
1386,1,0,2,2021,8.614,9.6,9.7,7.5,6.7,8.8,8.7,10.0,Rede Decisão,3,A,Topázio,0
1387,0,0,2,2021,6.844,9.5,8.8,7.5,3.5,7.5,7.2,5.0,Escola Pública,1,G,Ágata,0
1388,0,0,2,2021,7.521,10.0,8.3,7.5,6.4,7.5,7.8,5.0,Escola Pública,0,O,Ametista,0
1389,1,0,4,2021,7.936,7.1,8.3,7.5,7.2,8.3,7.8,10.0,Rede Decisão,7,A,Ametista,0
1390,0,1,0,2021,7.297,9.0,8.8,7.5,5.3,7.9,7.8,5.0,Escola Pública,1,J,Ametista,0
1391,0,1,0,2021,7.983,9.6,7.5,7.5,6.0,8.3,8.7,10.0,Escola Pública,3,D,Ametista,0
1392,0,0,2,2021,3.827,0.0,3.3,7.5,0.6,7.2,5.3,5.0,Escola Pública,1,R,Quartzo,0
1393,0,1,0,2021,6.917,7.0,6.7,7.5,4.8,7.5,7.2,10.0,Escola Pública,2,B,Ametista,0
1394,0,1,0,2021,4.892,7.1,3.3,2.5,2.3,7.5,7.8,5.0,Escola Pública,3,D,Quartzo,0
1395,0,1,0,2021,6.625,9.2,5.3,7.5,3.5,7.5,7.2,10.0,Escola Pública,3,A,Ágata,0
1396,1,0,5,2021,5.075,8.9,3.8,4.4,4.3,5.0,5.7,5.0,Rede Decisão,2,B,Quartzo,0
1397,0,0,2,2021,7.572,6.4,8.3,5.0,6.3,8.1,8.4,10.0,Escola Pública,2,R,Ametista,0
1398,0,0,2,2021,7.518,8.0,8.8,5.6,5.1,7.9,7.9,10.0,Escola Pública,2,N,Ametista,0
1399,0,0,3,2021,7.186,8.5,8.8,7.5,3.4,7.5,7.1,10.0,Escola Pública,2,J,Ametista,0
1400,0,0,2,2021,4.396,9.0,3.8,5.6,1.3,6.9,3.7,5.0,Escola Pública,2,K,Quartzo,0
1401,0,0,2,2021,7.117,8.8,8.3,7.5,5.5,7.5,7.3,5.0,Escola Pública,4,E,Ametista,0
1402,0,1,0,2021,8.775,10.0,10.0,7.5,6.6,7.5,9.8,10.0,Escola Pública,0,R,Topázio,1
1403,0,1,0,2021,8.821,8.5,10.0,7.5,7.4,8.1,9.7,10.0,Escola Pública,0,T,Topázio,1
1404,1,1,0,2021,4.831,0.0,3.8,7.5,3.4,6.7,4.9,10.0,Rede Decisão,2,G,Quartzo,0
1405,0,0,2,2021,6.511,7.9,2.1,7.5,5.2,7.7,8.7,10.0,Escola Pública,2,C,Ágata,0
1406,0,0,3,2021,3.996,10.0,1.3,5.6,1.3,6.9,3.7,5.0,Escola Pública,2,K,Quartzo,0
1407,0,0,3,2021,5.664,9.5,5.8,5.6,2.0,8.1,7.6,2.5,Escola Pública,2,R,Ágata,0
1408,0,1,0,2021,6.606,9.0,6.7,7.5,4.9,7.2,7.1,5.0,Escola Pública,0,L,Ágata,0
1409,1,0,3,2021,7.422,7.5,8.6,6.3,6.9,7.5,8.5,5.0,Rede Decisão,3,J,Ametista,0
1410,0,1,0,2022,7.676,10.0,7.582,7.5,8.817,5.625,7.917,5.0,Escola Pública,0,K,Ametista,0
1411,0,1,0,2022,7.117,10.0,8.071,7.5,5.083,6.25,8.056,5.0,Escola Pública,2,J,Ametista,0
1412,0,0,3,2022,7.232,6.417,8.558,7.5,7.083,6.458,7.833,5.0,Escola Pública,2,L,Ametista,0
1413,0,1,0,2022,7.742,9.0,9.333,7.5,5.5,6.25,7.5,10.0,Escola Pública,2,K,Ametista,0
1414,0,1,0,2022,7.407,10.0,9.315,7.5,5.583,5.938,7.917,5.0,Escola Pública,1,U,Ametista,0
1415,1,0,5,2022,7.29,9.167,8.268,5.0,7.144,7.656,7.625,5.0,Outra,5,K,Ametista,0
1416,0,1,0,2022,5.666,9.0,6.82,5.0,2.133,3.75,5.5,10.0,Escola Pública,0,Z,Quartzo,0
1417,1,0,2,2022,8.465,8.0,9.198,7.5,9.833,7.083,9.5,5.0,Outra,1,A,Topázio,1
1418,0,1,0,2022,6.996,8.5,9.339,6.875,6.333,4.792,6.722,5.0,Escola Pública,1,P,Ágata,0
1419,0,0,4,2022,6.723,9.5,6.648,7.5,5.5,5.938,7.5,5.0,Escola Pública,1,G,Ágata,0
1420,0,0,5,2022,5.846,0.0,6.288,8.125,5.222,7.812,7.25,5.0,Escola Pública,4,H,Quartzo,0
1421,0,0,1,2022,7.843,10.0,9.055,7.5,7.467,6.667,8.111,5.0,Escola Pública,2,Q,Ametista,0
1422,0,1,0,2022,8.616,10.0,9.552,7.5,8.467,5.625,8.5,10.0,Escola Pública,0,Z,Topázio,1
1423,0,1,0,2022,5.652,7.917,5.649,5.0,5.167,7.031,6.222,2.5,Escola Pública,3,N,Quartzo,0
1424,0,1,0,2022,8.098,8.0,8.982,7.5,9.25,4.688,7.167,10.0,Escola Pública,0,Z,Topázio,0
1425,0,1,0,2022,7.783,8.0,7.799,7.5,9.25,6.562,8.333,5.0,Escola Pública,1,U,Ametista,0
1426,0,1,0,2022,8.27,10.0,9.321,6.875,6.75,6.458,8.611,10.0,Escola Pública,2,A,Topázio,1
1427,0,1,0,2022,7.952,7.5,8.346,7.5,9.1,3.125,8.25,10.0,Escola Pública,0,Y,Ametista,0
1428,0,1,0,2022,7.738,9.0,8.721,7.5,9.167,5.938,7.083,5.0,Escola Pública,0,F,Ametista,0
1429,0,1,0,2022,6.35,9.0,6.494,7.5,4.583,5.625,7.111,5.0,Escola Pública,2,M,Ágata,0
1430,0,0,1,2022,4.936,0.0,4.832,7.5,5.778,6.719,5.708,2.5,Escola Pública,3,C,Quartzo,0
1431,0,1,0,2022,8.084,10.0,9.005,7.5,9.1,5.625,8.25,5.0,Escola Pública,0,K,Topázio,0
1432,0,1,0,2022,7.263,6.917,7.318,7.5,7.467,5.312,6.667,10.0,Escola Pública,0,V,Ametista,0
1433,0,1,0,2022,6.793,7.917,8.333,7.5,4.0,7.344,7.75,5.0,Escola Pública,7,D,Ágata,0
1434,0,0,4,2022,6.667,7.5,7.056,7.5,6.111,7.5,6.417,5.0,Escola Pública,3,C,Ágata,0
1435,0,0,3,2022,6.854,5.833,8.075,6.25,5.878,7.969,7.792,5.0,Escola Pública,4,B,Ágata,0
1436,0,0,4,2022,7.556,8.5,9.042,7.5,7.333,6.25,7.778,5.0,Escola Pública,2,L,Ametista,0
1437,0,0,1,2022,6.695,9.167,6.722,6.25,5.667,7.344,7.208,5.0,Escola Pública,3,K,Ágata,0
1438,0,0,1,2022,4.28,9.0,3.149,7.5,2.5,0.0,2.5,10.0,Escola Pública,0,E,Quartzo,0
1439,0,1,0,2022,6.731,7.917,9.167,6.25,5.0,6.25,6.778,5.0,Escola Pública,2,F,Ágata,0
1440,0,0,2,2022,7.398,8.5,9.082,7.5,5.0,6.042,6.889,10.0,Escola Pública,1,K,Ametista,0
1441,0,0,1,2022,7.653,8.5,10.0,7.5,7.417,6.25,7.222,5.0,Escola Pública,1,C,Ametista,0
1442,0,1,0,2022,3.915,5.417,3.804,6.25,0.0,5.625,4.625,5.0,Escola Pública,5,F,Quartzo,0
1443,0,1,0,2022,8.34,9.5,10.0,7.5,8.167,6.562,9.25,5.0,Escola Pública,0,O,Topázio,1
1444,0,1,0,2022,4.966,0.0,4.631,7.5,3.056,5.625,5.583,10.0,Escola Pública,3,E,Quartzo,0
1445,0,0,3,2022,6.953,9.0,9.203,7.5,5.083,5.625,6.917,5.0,Escola Pública,1,F,Ágata,0
1446,0,0,1,2022,3.037,0.0,3.598,5.0,0.444,3.281,4.5,5.0,Escola Pública,7,A,Quartzo,0
1447,0,1,0,2022,7.305,7.917,7.991,7.5,6.889,8.125,7.375,5.0,Escola Pública,3,M,Ametista,0
1448,0,0,6,2022,5.783,8.333,4.13,5.625,4.044,7.969,7.278,5.0,Escola Pública,7,A,Quartzo,0
1449,0,0,2,2022,6.41,10.0,7.788,7.5,2.5,6.25,7.389,5.0,Escola Pública,2,U,Ágata,0
1450,0,1,0,2022,6.684,9.5,8.544,5.625,5.083,5.625,6.917,5.0,Escola Pública,0,J,Ágata,0
1451,0,1,0,2022,4.665,8.75,3.611,7.5,2.833,4.844,3.833,5.0,Escola Pública,3,M,Quartzo,0
1452,1,0,1,2022,7.988,10.0,9.556,5.625,8.167,6.25,8.778,5.0,Outra,1,K,Ametista,1
1453,0,0,1,2022,7.172,6.667,5.785,7.5,7.778,7.344,6.542,10.0,Escola Pública,3,D,Ametista,0
1454,0,0,1,2022,6.77,9.0,7.882,5.0,5.583,5.938,7.917,5.0,Escola Pública,1,G,Ágata,0
1455,0,1,0,2022,7.598,10.0,7.546,7.5,7.883,5.625,8.5,5.0,Escola Pública,0,M,Ametista,1
1456,0,1,0,2022,8.206,10.0,8.833,7.5,6.5,6.667,8.611,10.0,Escola Pública,2,D,Topázio,1
1457,0,1,0,2022,7.729,7.5,8.603,8.125,8.833,5.625,8.083,5.0,Escola Pública,0,D,Ametista,0
1458,0,1,0,2022,6.712,8.333,6.993,7.5,6.5,6.719,6.292,5.0,Escola Pública,4,L,Ágata,0
1459,0,1,0,2022,6.685,7.917,6.25,6.875,6.111,7.5,7.417,5.0,Escola Pública,4,B,Ágata,0
1460,1,0,3,2022,9.442,10.0,9.661,9.375,8.5,9.219,9.75,10.0,Outra,5,L,Topázio,1
1461,0,0,2,2022,8.306,10.0,9.42,7.5,7.167,5.833,8.278,10.0,Escola Pública,1,B,Topázio,0
1462,0,0,1,2022,7.902,10.0,8.237,8.75,8.333,5.625,8.25,5.0,Escola Pública,0,I,Ametista,0
1463,0,0,5,2022,7.604,6.917,9.48,7.5,7.667,6.667,7.833,5.0,Escola Pública,1,D,Ametista,0
1464,0,1,0,2022,7.11,9.583,7.464,7.5,3.667,7.344,7.208,10.0,Escola Pública,3,F,Ametista,0
1465,0,1,0,2022,6.58,6.833,9.296,5.625,4.25,6.25,7.5,5.0,Escola Pública,2,K,Ágata,0
1466,1,0,3,2022,7.474,8.333,7.403,8.125,6.656,7.5,8.833,5.0,Outra,6,A,Ametista,1
1467,1,0,6,2022,7.203,7.917,7.819,7.5,6.8,6.875,7.75,5.0,Outra,5,A,Ametista,0
1468,0,0,1,2022,7.502,9.0,8.838,7.5,6.25,6.458,8.444,5.0,Escola Pública,1,A,Ametista,1
1469,0,0,3,2022,7.745,9.5,9.744,5.0,7.583,5.625,8.833,5.0,Escola Pública,1,G,Ametista,1
1470,1,0,6,2022,6.645,9.167,5.652,5.625,6.567,7.969,7.125,5.0,Outra,5,L,Ágata,0
1471,1,0,4,2022,8.427,9.583,9.118,5.625,6.878,8.906,9.083,10.0,Outra,3,A,Topázio,1
1472,0,0,3,2022,5.195,5.833,3.005,7.5,3.556,6.719,6.889,5.0,Escola Pública,5,C,Quartzo,0
1473,0,0,4,2022,7.413,8.5,7.919,7.5,7.917,6.458,7.5,5.0,Escola Pública,2,F,Ametista,0
1474,0,1,0,2022,7.232,9.5,9.265,7.5,5.417,5.625,7.667,5.0,Escola Pública,0,Q,Ametista,0
1475,0,0,4,2022,7.502,7.917,8.467,7.5,7.0,7.5,5.583,10.0,Escola Pública,3,D,Ametista,0
1476,0,0,1,2022,7.397,7.917,8.521,7.5,7.056,7.812,7.292,5.0,Escola Pública,3,D,Ametista,0
1477,0,1,0,2022,7.783,8.75,10.0,7.5,7.25,7.5,7.292,5.0,Escola Pública,7,D,Ametista,0
1478,0,0,4,2022,6.042,9.0,8.475,5.0,1.667,6.25,7.444,5.0,Escola Pública,2,K,Ágata,0
1479,0,1,0,2022,7.478,7.083,7.854,6.25,6.622,7.656,7.417,10.0,Escola Pública,3,M,Ametista,0
1480,0,0,2,2022,7.476,7.333,8.942,7.5,7.667,6.042,7.833,5.0,Escola Pública,1,P,Ametista,0
1481,0,0,2,2022,7.106,9.5,8.903,5.625,6.0,5.625,7.75,5.0,Escola Pública,1,F,Ametista,0
1482,0,0,1,2022,8.358,10.0,9.393,7.5,7.25,5.625,8.583,10.0,Escola Pública,0,B,Topázio,1
1483,0,1,0,2022,6.011,7.917,4.952,7.5,4.0,5.625,8.083,5.0,Escola Pública,0,C,Ágata,0
1484,0,1,0,2022,7.642,9.0,8.566,7.5,8.417,5.625,7.667,5.0,Escola Pública,0,O,Ametista,0
1485,0,1,0,2022,7.426,10.0,6.591,8.125,5.5,5.625,8.167,10.0,Escola Pública,0,H,Ametista,0
1486,0,0,3,2022,6.409,9.167,6.254,5.625,5.167,5.625,5.417,10.0,Escola Pública,3,M,Ágata,0
1487,0,1,0,2022,7.484,9.5,7.748,7.5,8.767,5.312,7.25,5.0,Escola Pública,0,K,Ametista,0
1488,0,1,0,2022,7.914,10.0,9.333,7.5,5.75,6.25,7.611,10.0,Escola Pública,2,B,Ametista,0
1489,0,0,3,2022,8.334,10.0,8.389,7.5,9.417,6.562,9.333,5.0,Escola Pública,1,H,Topázio,1
1490,0,1,0,2022,8.231,9.167,8.635,6.25,8.889,7.344,7.25,10.0,Escola Pública,3,K,Topázio,0
1491,0,1,0,2022,6.245,8.0,8.467,7.5,2.5,6.458,6.778,5.0,Escola Pública,2,M,Ágata,0
1492,0,1,0,2022,8.265,9.0,10.0,7.5,8.0,6.042,7.056,10.0,Escola Pública,1,L,Topázio,0
1493,0,1,0,2022,7.619,9.5,6.818,7.5,6.0,6.667,8.444,10.0,Escola Pública,2,A,Ametista,1
1494,0,0,1,2022,7.21,9.0,8.034,7.5,5.167,5.417,6.889,10.0,Escola Pública,1,A,Ametista,0
1495,0,0,1,2022,7.217,9.0,8.468,7.5,7.333,4.062,7.5,5.0,Escola Pública,0,Q,Ametista,0
1496,0,0,1,2022,6.866,10.0,7.933,7.5,5.5,5.625,6.833,5.0,Escola Pública,1,A,Ágata,0
1497,0,0,3,2022,7.004,9.0,9.459,5.625,6.083,5.0,7.167,5.0,Escola Pública,0,O,Ágata,0
1498,0,0,1,2022,7.203,9.0,6.794,5.625,8.083,6.875,7.889,5.0,Escola Pública,2,I,Ametista,0
1499,0,1,0,2022,8.26,9.5,7.489,8.125,9.267,5.625,7.917,10.0,Escola Pública,0,C,Topázio,0
1500,0,1,0,2022,7.424,7.917,8.75,4.375,6.75,7.031,6.958,10.0,Escola Pública,3,A,Ametista,0
1501,0,0,3,2022,7.292,8.0,9.117,6.875,7.167,5.312,7.583,5.0,Escola Pública,1,G,Ametista,0
1502,0,1,0,2022,7.087,10.0,9.153,5.625,5.75,7.188,6.625,5.0,Escola Pública,3,I,Ametista,0
1503,0,0,3,2022,5.263,9.0,4.751,5.0,2.417,5.625,6.833,5.0,Escola Pública,1,A,Quartzo,0
1504,0,1,0,2022,8.453,10.0,9.552,7.5,9.65,5.625,9.0,5.0,Escola Pública,0,Z,Topázio,1
1505,0,1,0,2022,6.952,9.5,7.219,5.625,7.25,5.625,7.417,5.0,Escola Pública,0,J,Ágata,0
1506,0,1,0,2022,7.339,9.583,8.068,7.5,5.167,7.5,6.167,10.0,Escola Pública,3,N,Ametista,0
1507,0,1,0,2022,8.084,10.0,8.99,7.5,7.778,7.969,8.417,5.0,Escola Pública,3,F,Topázio,1
1508,0,0,1,2022,6.331,8.75,6.444,5.0,5.111,7.031,7.208,5.0,Escola Pública,3,F,Ágata,0
1509,0,1,0,2022,7.947,8.333,9.157,7.5,7.889,8.125,8.208,5.0,Escola Pública,4,H,Ametista,0
1510,0,1,0,2022,7.619,9.5,9.352,7.5,6.5,6.042,8.222,5.0,Escola Pública,1,P,Ametista,0
1511,0,1,0,2022,8.22,10.0,9.718,5.0,9.0,6.875,8.944,5.0,Escola Pública,2,A,Topázio,1
1512,1,0,3,2022,8.226,8.333,8.436,6.875,7.9,8.125,8.125,10.0,Outra,3,K,Topázio,0
1513,1,0,3,2022,7.618,8.75,7.807,5.0,7.644,7.031,7.25,10.0,Outra,4,A,Ametista,0
1514,1,0,5,2022,9.105,10.0,9.097,8.125,8.7,8.75,9.292,10.0,Outra,5,F,Topázio,1
1515,0,0,3,2022,4.934,3.5,3.797,7.5,3.75,6.25,6.0,5.0,Escola Pública,1,N,Quartzo,0
1516,1,0,4,2022,7.535,7.917,8.16,5.0,6.6,7.5,7.708,10.0,Outra,4,L,Ametista,0
1517,0,0,4,2022,5.624,8.333,4.748,5.0,4.111,7.188,6.5,5.0,Escola Pública,4,F,Quartzo,0
1518,0,0,1,2022,7.485,9.0,8.966,5.625,7.25,5.625,8.583,5.0,Escola Pública,0,J,Ametista,1
1519,0,0,3,2022,6.837,8.5,7.304,7.5,5.75,6.042,7.611,5.0,Escola Pública,2,B,Ágata,0
1520,0,0,3,2022,8.181,8.5,9.848,8.125,8.417,6.875,8.389,5.0,Escola Pública,1,R,Topázio,1
1521,0,1,0,2022,6.641,9.5,9.04,4.375,4.75,5.625,7.167,5.0,Escola Pública,1,F,Ágata,0
1522,0,0,1,2022,6.986,8.5,8.825,7.5,2.75,6.042,7.333,10.0,Escola Pública,2,A,Ágata,0
1523,0,0,3,2022,6.434,9.0,6.003,6.25,6.133,6.042,6.889,5.0,Escola Pública,2,Q,Ágata,0
1524,0,0,2,2022,7.285,9.5,8.946,5.0,6.917,5.625,8.0,5.0,Escola Pública,0,G,Ametista,0
1525,0,1,0,2022,7.524,7.5,8.959,7.5,8.25,6.042,7.389,5.0,Escola Pública,1,N,Ametista,0
1526,0,0,1,2022,7.305,7.917,8.256,7.5,7.633,7.188,6.833,5.0,Escola Pública,4,A,Ametista,0
1527,0,1,0,2022,6.407,6.417,8.32,5.0,5.75,5.625,6.944,5.0,Escola Pública,1,B,Ágata,0
1528,0,1,0,2022,7.541,8.333,7.676,7.5,6.111,7.5,7.25,10.0,Escola Pública,4,H,Ametista,0
1529,0,0,5,2022,5.097,6.667,7.391,5.0,2.889,5.156,4.292,5.0,Escola Pública,3,G,Quartzo,0
1530,0,0,1,2022,8.279,9.5,8.964,7.5,8.783,5.625,7.333,10.0,Escola Pública,0,R,Topázio,0
1531,0,1,0,2022,7.205,8.5,9.548,7.5,3.417,5.625,7.25,10.0,Escola Pública,0,O,Ametista,0
1532,0,1,0,2022,7.683,6.833,8.699,7.5,9.5,6.875,7.111,5.0,Escola Pública,2,M,Ametista,0
1533,0,1,0,2022,6.04,9.0,7.917,6.25,3.5,5.312,6.0,5.0,Escola Pública,0,G,Ágata,0
1534,0,1,0,2022,7.911,9.0,9.106,7.5,8.083,6.562,8.333,5.0,Escola Pública,0,L,Ametista,0
1535,0,1,0,2022,7.093,9.5,6.518,6.875,6.0,4.688,7.417,10.0,Escola Pública,0,S,Ametista,0
1536,0,0,1,2022,7.617,8.5,8.244,8.125,8.8,5.625,7.417,5.0,Escola Pública,0,A,Ametista,0
1537,0,1,0,2022,6.71,9.5,8.722,5.0,6.5,4.375,6.389,5.0,Escola Pública,1,A,Ágata,0
1538,0,1,0,2022,6.722,8.5,8.103,7.5,5.0,6.458,6.778,5.0,Escola Pública,2,I,Ágata,0
1539,0,0,6,2022,7.174,8.75,9.039,5.625,5.567,7.656,7.75,5.0,Escola Pública,4,F,Ametista,0
1540,0,1,0,2022,6.745,7.5,8.047,7.5,4.833,6.25,7.722,5.0,Escola Pública,2,U,Ágata,0
1541,0,1,0,2022,7.255,9.167,8.536,5.625,7.056,7.656,6.958,5.0,Escola Pública,3,K,Ametista,0
1542,1,0,3,2022,8.355,10.0,8.751,5.625,7.689,8.125,8.458,10.0,Outra,4,F,Topázio,1
1543,0,0,6,2022,6.875,7.917,7.102,7.5,5.611,7.656,7.625,5.0,Escola Pública,4,F,Ágata,0
1544,0,0,3,2022,6.438,8.333,6.048,7.5,4.033,7.5,7.944,5.0,Escola Pública,5,C,Ágata,0
1545,0,1,0,2022,7.329,9.5,9.0,6.875,5.5,6.25,5.833,10.0,Escola Pública,2,P,Ametista,0
1546,0,1,0,2022,6.575,8.0,7.444,7.5,4.5,6.25,7.556,5.0,Escola Pública,1,C,Ágata,0
1547,0,1,0,2022,7.665,8.5,8.262,7.5,9.167,5.625,7.583,5.0,Escola Pública,0,V,Ametista,0
1548,0,0,1,2022,4.572,0.0,3.725,7.5,3.722,6.406,5.958,5.0,Escola Pública,3,F,Quartzo,0
1549,0,1,0,2022,7.857,9.0,8.936,7.5,8.417,6.25,8.056,5.0,Escola Pública,1,B,Ametista,0
1550,0,0,3,2022,6.344,9.5,8.944,4.375,6.767,2.812,5.167,5.0,Escola Pública,0,K,Ágata,0
1551,0,1,0,2022,6.418,9.5,8.832,5.625,4.75,3.333,6.778,5.0,Escola Pública,2,J,Ágata,0
1552,0,0,3,2022,8.488,6.917,9.877,7.5,8.133,6.667,8.889,10.0,Escola Pública,2,B,Topázio,1
1553,0,0,1,2022,8.363,9.5,9.032,7.5,6.917,6.562,9.083,10.0,Escola Pública,1,U,Topázio,1
1554,0,0,3,2022,5.811,10.0,5.296,7.5,2.667,6.458,6.611,5.0,Escola Pública,2,M,Quartzo,0
1555,0,1,0,2022,6.632,9.5,9.327,7.5,3.75,5.833,6.167,5.0,Escola Pública,1,K,Ágata,0
1556,0,0,1,2022,4.932,8.75,3.614,7.5,2.667,6.094,4.708,5.0,Escola Pública,3,B,Quartzo,0
1557,0,1,0,2022,6.606,9.5,8.607,7.5,3.333,5.625,7.278,5.0,Escola Pública,1,R,Ágata,0
1558,1,0,6,2022,6.957,9.167,7.085,5.0,7.389,8.125,6.667,5.0,Outra,5,L,Ágata,0
1559,0,1,0,2022,5.313,10.0,4.87,6.875,1.5,5.625,6.444,5.0,Escola Pública,1,P,Quartzo,0
1560,0,0,3,2022,6.026,8.0,5.109,5.0,8.0,4.375,5.833,5.0,Escola Pública,0,G,Ágata,0
1561,0,0,1,2022,7.677,8.333,8.192,8.125,6.689,8.438,8.556,5.0,Escola Pública,6,A,Ametista,1
1562,0,1,0,2022,7.561,9.5,7.287,7.5,6.6,5.0,7.917,10.0,Escola Pública,0,R,Ametista,0
1563,0,1,0,2022,8.121,9.5,8.697,6.25,9.033,5.0,7.5,10.0,Escola Pública,0,R,Topázio,0
1564,0,0,3,2022,6.922,6.667,7.726,6.875,5.678,6.875,6.0,10.0,Escola Pública,4,A,Ágata,0
1565,0,1,0,2022,8.207,8.5,8.958,7.5,8.767,5.625,7.5,10.0,Escola Pública,0,V,Topázio,0
1566,0,1,0,2022,6.622,9.0,7.23,7.5,4.0,6.042,8.111,5.0,Escola Pública,2,D,Ágata,0
1567,0,1,0,2022,6.309,8.5,7.463,5.625,6.75,4.375,5.583,5.0,Escola Pública,1,F,Ágata,0
1568,0,0,5,2022,4.556,7.917,4.405,5.0,2.5,4.167,4.833,5.0,Escola Pública,2,I,Quartzo,0
1569,0,0,4,2022,6.454,9.0,8.326,6.875,3.333,6.458,6.944,5.0,Escola Pública,2,I,Ágata,0
1570,0,1,0,2022,8.143,9.5,8.944,7.5,8.283,5.312,7.333,10.0,Escola Pública,0,M,Topázio,0
1571,0,1,0,2022,5.246,8.5,5.766,7.5,3.8,0.0,6.167,5.0,Escola Pública,0,K,Quartzo,0
1572,0,0,3,2022,6.736,9.0,7.473,6.875,5.25,6.042,7.5,5.0,Escola Pública,1,R,Ágata,0
1573,0,0,1,2022,6.301,10.0,7.888,6.875,4.167,4.688,6.167,5.0,Escola Pública,1,G,Ágata,0
1574,0,1,0,2022,7.661,9.0,9.429,7.5,7.5,6.25,7.5,5.0,Escola Pública,1,D,Ametista,0
1575,0,1,0,2022,8.361,10.0,9.087,6.25,9.25,4.688,8.0,10.0,Escola Pública,0,R,Topázio,0
1576,0,0,3,2022,8.012,8.0,7.907,7.5,7.833,6.25,8.444,10.0,Escola Pública,2,U,Ametista,1
1577,0,0,1,2022,7.755,9.0,9.286,7.5,8.667,5.312,7.417,5.0,Escola Pública,0,F,Ametista,0
1578,0,1,0,2022,7.417,9.5,10.0,6.875,6.0,5.625,7.583,5.0,Escola Pública,0,T,Ametista,0
1579,0,1,0,2022,7.776,9.5,9.649,7.5,5.417,5.625,7.5,10.0,Escola Pública,0,U,Ametista,0
1580,0,1,0,2022,8.398,10.0,9.061,7.5,8.367,5.625,8.0,10.0,Escola Pública,0,Z,Topázio,0
1581,0,1,0,2022,8.0,7.417,9.583,7.5,7.5,6.25,7.333,10.0,Escola Pública,1,D,Ametista,0
1582,0,1,0,2022,7.585,9.5,8.586,7.5,8.5,6.458,6.611,5.0,Escola Pública,2,M,Ametista,0
1583,0,0,1,2022,5.79,7.917,5.722,4.375,5.667,5.0,6.417,5.0,Escola Pública,0,N,Quartzo,0
1584,0,0,1,2022,7.563,9.0,8.607,7.5,7.5,6.25,7.833,5.0,Escola Pública,0,L,Ametista,0
1585,1,0,5,2022,7.055,8.75,5.246,6.25,6.844,7.812,6.778,10.0,Outra,7,A,Ametista,0
1586,1,0,6,2022,6.591,0.0,7.947,5.625,5.578,8.125,7.556,10.0,Outra,7,A,Ágata,0
1587,0,1,0,2022,7.035,10.0,6.774,7.5,6.75,6.25,7.278,5.0,Escola Pública,1,D,Ametista,0
1588,0,0,3,2022,7.834,9.0,8.135,5.625,7.0,6.667,8.389,10.0,Escola Pública,2,D,Ametista,1
1589,1,0,4,2022,7.798,9.167,9.725,5.625,7.867,7.344,7.833,5.0,Outra,4,P,Ametista,0
1590,0,1,0,2022,8.0,9.0,10.0,6.875,7.25,5.625,9.5,5.0,Escola Pública,0,B,Ametista,1
1591,0,1,0,2022,7.725,9.0,10.0,5.0,6.0,6.25,7.5,10.0,Escola Pública,1,D,Ametista,0
1592,0,0,4,2022,6.683,8.5,6.778,7.5,5.667,5.833,7.556,5.0,Escola Pública,1,B,Ágata,0
1593,0,0,5,2022,6.073,8.333,6.102,6.25,3.967,7.344,6.833,5.0,Escola Pública,4,L,Ágata,0
1594,0,1,0,2022,7.703,8.5,8.953,8.125,8.25,5.0,8.0,5.0,Escola Pública,0,D,Ametista,0
1595,0,0,4,2022,7.306,8.0,8.627,6.875,8.25,6.042,7.944,2.5,Escola Pública,1,J,Ametista,0
1596,0,1,0,2022,5.8,7.5,7.025,5.0,4.056,6.562,5.889,5.0,Escola Pública,3,N,Quartzo,0
1597,0,1,0,2022,7.425,9.0,8.88,7.5,6.75,6.042,7.722,5.0,Escola Pública,1,N,Ametista,0
1598,1,0,1,2022,8.087,9.167,7.861,6.875,8.644,8.594,9.111,5.0,Outra,6,A,Topázio,1
1599,0,0,1,2022,7.979,8.333,8.314,8.75,6.889,7.969,9.667,5.0,Escola Pública,6,A,Ametista,1
1600,1,0,2,2022,8.107,7.917,8.725,7.5,7.333,8.125,7.708,10.0,Outra,4,A,Topázio,0
1601,0,1,0,2022,7.189,8.5,8.016,6.875,7.333,6.042,7.389,5.0,Escola Pública,1,P,Ametista,0
1602,0,1,0,2022,7.175,9.0,8.119,7.5,4.5,6.458,6.778,10.0,Escola Pública,2,M,Ametista,0
1603,0,1,0,2022,6.644,10.0,10.0,6.875,2.0,6.458,7.056,5.0,Escola Pública,2,F,Ágata,0
1604,0,1,0,2022,8.677,9.583,8.75,10.0,7.967,8.75,10.0,5.0,Escola Pública,6,A,Topázio,1
1605,0,0,3,2022,3.846,7.083,2.683,5.0,0.722,5.312,4.625,5.0,Escola Pública,5,F,Quartzo,0
